id,title,hashtags,view_count,duration,channel,channel_id,description,description_links,created_at,like_count,dislike_count,subscriber_count,hours ago posted,total_interactions,video_url
x3eNgsH96hhk,ALEX JONES [FULL] Tuesday 7/2/24 • The Supreme Court Did NOT Make Trump King! Tune Into This Special,No Hashtags,2538,3:23:11,Ron Gibson,rongibson,"THE SUPREME COURT DID NOT MAKE TRUMP KING! TUNE INTO THIS SPECIAL EDITION OF THE ALEX JONES SHOW & LEARN THE TRUTH!  
A powerful consortium of tax-free foundations, central banks, mega corporations, and the permanent bureaucracy is establishing a corporate planetary totalitarian world government! The truth is, populist movements lead by people like President Trump are the main challenge to the establishment of this system.  
Claims that Trump is going to become a dictator is a classic case of the bad guys accusing their opposition of what they themselves are! DO NOT miss this vital transmission!


• <https://drjonesnaturals.com>  
• Follow @RealAlexJones on X  
• <https://www.givesendgo.com/savealex>  
• <https://alexjonesgame.com>  
• [JonesCrowder.com](http://JonesCrowder.com)


\*\*\* RonGibsonChannel SUPPORT AND CHANNEL LINKS IN ONE PLACE \*\*\*  
Please Help Support And Share On All Of Your Social Media  
<https://bio.link/rongibsonchannel>


\*\*\* Direct Full Show Links - VIDEO or MP3 \*\*\*  
<https://allmylinks.com/rongibsonchannel>


 INFOWARS LINKS  
• <https://www.infowars.com>  
• <https://www.banned.video>  
• <https://www.InfowarsStore.com>  
• <https://www.PrepareToday.com>  
• <https://www.newswars.com>


#news #infowars #politics #AlexJones #RonGibson  


","['https://drjonesnaturals.com', 'https://www.givesendgo.com/savealex', 'https://alexjonesgame.com', 'http://JonesCrowder.com', 'https://bio.link/rongibsonchannel', 'https://allmylinks.com/rongibsonchannel', 'https://www.infowars.com', 'https://www.banned.video', 'https://www.InfowarsStore.com', 'https://www.PrepareToday.com', 'https://www.newswars.com']",21 hours ago,26,8,34384,21,2572,https://api.bitchute.com/video/x3eNgsH96hhk
fIxT7I5FtZvP,SHOCKING New Intelligence Information l Andrew Bridgen,No Hashtags,2505,3:16,Philosophers-stone.info pureblood,philosophers-stoneinfo,"<https://www.youtube.com/watch?v=2IXhwHH7Ueo>

",['https://www.youtube.com/watch?v=2IXhwHH7Ueo'],12 hours ago,80,9,31441,12,2594,https://api.bitchute.com/video/fIxT7I5FtZvP
LguQOEXbPudz,"Poilievre, Filthy Pride and Victimhood",No Hashtags,2293,6:12,Sanity4Sweden,sanity-for-sweden,"Bernard Valter Art  
<https://www.konst.se/bvalter>  
Bernard Valter Music  
<https://rumble.com/user/bastardshaman>  
Thanks to supporters  
<https://www.patreon.com/sanityforsweden>  
Buy me a beer  
<https://www.buymeacoffee.com/sanity4swe2>  
S4S here  
<https://x.com/sanity4sweden>  
<https://rumble.com/user/Sanity4Sweden>  
<https://www.bitchute.com/channel/sanity-for-sweden/>  
Bastard Shaman - on reincarnation  
<https://rumble.com/user/bastardshaman>

","['https://www.konst.se/bvalter', 'https://rumble.com/user/bastardshaman', 'https://www.patreon.com/sanityforsweden', 'https://www.buymeacoffee.com/sanity4swe2', 'https://x.com/sanity4sweden', 'https://rumble.com/user/Sanity4Sweden', 'https://www.bitchute.com/channel/sanity-for-sweden/', 'https://rumble.com/user/bastardshaman']",10 hours ago,183,5,21847,10,2481,https://api.bitchute.com/video/LguQOEXbPudz
ngucL67kpmU,Pissed Sheriff & His Deputies Show Up to Deal with the FEDS,No Hashtags,1862,20:29,HighImpactFlix,highimpactflix,"🔴 Grab a SHIRT: <http://bit.ly/HighImpactFlix-Merch> 


If you're sick of LEFT vs RIGHT circus politics, subs the new channel:  
<https://www.youtube.com/watch?v=cujyOcTjj4M>  
(let me know you came from this channel)


Become a member:  
<https://www.youtube.com/channel/UCTSYXSwbauRs79G1skOCzIw/join>


Support the channel:  
⭐ Patreon: <https://www.patreon.com/highimpactflix>  
✅ CashApp: <https://cash.app/$HighImpactDonate>  
☕️ Buy me a coffee or two: <https://www.buymeacoffee.com/HighImpactFlix>  
⭐ SubscribeStar: <https://www.subscribestar.com/highimpactflix>  
📬 Snail Mail: P.O. Box 1454 Tahlequah, Ok 74465   
🔵 Private Email List: <http://bit.ly/HighImpactFlixOfficial>   
(don't forget to CONFIRM)  
🔵 Email: [contact@HighImpactFlix.com](mailto:contact@HighImpactFlix.com)  
🔵 Facebook: <https://www.facebook.com/HighImpactFlix>


Equipment I use (I receive a small % from each purchase at NO COST to you):  
\*\* VanTrue N4 3 Channel Dash Cam: <https://amzn.to/3COn0LQ>  
\*\* VanTrue GPS Module: <https://amzn.to/3kSvKur>  
\*\* Insta360 One X2 Camera: <https://amzn.to/3iLZ2tw>  
\*\* Slim Body cam: <https://amzn.to/3kjqoaO>  
\*\* Full Body Cam 2: <https://amzn.to/3Wvy9YC>  
\*\* Monopod: <https://amzn.to/3GHq4KD>  
\*\* Magnetic Body Cam Mount: <https://amzn.to/3Dqv8lM>


----------------------  
\*\*Orig Vid:


It is the intent of this video to promote transparency in law enforcement by providing authentic footage of police interactions. Our FAIR USE content allows viewers to easily access and analyze publicly available material in an informative, educational and newsworthy context from the perspective of individual, civil rights.


Everyone in this video is innocent until proven guilty beyond a shadow of a doubt. Nothing in this video is to be construed as financial or legal advise. What works for one person, dealing with one police department, may not work for another.

","['http://bit.ly/HighImpactFlix-Merch', 'https://www.youtube.com/watch?v=cujyOcTjj4M', 'https://www.youtube.com/channel/UCTSYXSwbauRs79G1skOCzIw/join', 'https://www.patreon.com/highimpactflix', 'https://cash.app/$HighImpactDonate', 'https://www.buymeacoffee.com/HighImpactFlix', 'https://www.subscribestar.com/highimpactflix', 'http://bit.ly/HighImpactFlixOfficial', 'mailto:contact@HighImpactFlix.com', 'https://www.facebook.com/HighImpactFlix', 'https://amzn.to/3COn0LQ', 'https://amzn.to/3kSvKur', 'https://amzn.to/3iLZ2tw', 'https://amzn.to/3kjqoaO', 'https://amzn.to/3Wvy9YC', 'https://amzn.to/3GHq4KD', 'https://amzn.to/3Dqv8lM']",22 hours ago,51,4,74780,22,1917,https://api.bitchute.com/video/ngucL67kpmU
0yLGfkExAF0M,Cops Allow ORAL SEX In Front Of Kids: FORNICATION In Public At San Francisco Pride Parade,No Hashtags,1816,19:42,Stew Peters,stewpeters,"Kaylee Campbell Layton is here to talk about how the LGBT has ruined society and how parents should be arrested for taking their children to gay pride parades.


Watch this new show NOW at [Stewpeters.com](http://Stewpeters.com)!  
Keep The Stew Peters Show FREE and ON THE AIR! SUPPORT THE SPONSORS Below!


Protect your retirement and wealth, get up to $10k in FREE SILVER using this link: <http://stewlikesgold.com> 


The world needs to know the truth that fake history has concealed. WATCH Old World Order, and find out more at: <https://stewpeters.com/owo/> 


It's time for Extreme Accountability. Learn how you can take part in this historic event at <http://theextremeevent.com/> 


Check out the Stew Peters Store for all things Stew Crew merchandise and more! <https://www.spnstore.com>   
   
American Reserves provides high quality emergency food, supplies and water filtration. American Made. American Owned. American Reserves. Use code ""Stew” for 10% off your order: <https://www.americanreserves.com/stew>   
   
Energized Health’s deep-cell hydration is the key to curing chronic pain, inflammation and weight gain. To find out more, visit: <https://www.energizedhealth.com> 


Get your bottle of Magnesium Breakthrough for FREE while supplies last! Check out: <http://magbreakthrough.com/stewfree> 


Visit [www.TacRightStew.com](http://www.TacRightStew.com) to Order Your Night Vision today!


Kuribl offers premium CBD products shown to increase rejuvenating sleep and decrease muscle pains. To see the variety of hemp and CBD products, visit: <https://kuribl.com> 


How to Turn Your House Into the Safest Place on Earth: <https://buginguide.com/stew>  
   
Support your child’s natural immunity with Z-Spike Gummies and use code SPN for 15% off at: [www.zstacklife.com/spn](http://www.zstacklife.com/spn) 


Cortez Wealth Management makes financial planning for you and your family. Find out how you how you can rely on this America First financial advisory and get your retirement plat today by calling 813-448-3446 or by visiting <https://cortezwm.com>   
   
Health resolutions can be made easy with Field of Greens! Get started on their super-fruit and vegetable supplements to support your whole body by going to <http://www.fieldofgreens.com/> and use promo code STEW for 15% off!


Don't let debt destroy your life! Zero Debt USA has a solution that can cut or eliminate interest, help you write off balances all without bankruptcy or loans! Visit <http://ZAPMYDEBT.com>  
   
Parasites are the hidden enemy of your health and wellness. Get PURGE to cleanse your gut from the infestation preventing your health at: <https://www.purgestore.com>   
   
Preserve heart-health and be the best version of yourself with Cardio Miracle by checking out: <http://HighPowerHeart.com>


Stay up-to-date with Stew by following him on all socials!  
Twitter: <https://twitter.com/realstewpeters>  
Telegram: <https://t.me/stewpeters>  
Gab: <https://gab.com/RealStewPeters>  
Youtube: <https://youtube.com/stewpeters>

","['http://Stewpeters.com', 'http://stewlikesgold.com', 'https://stewpeters.com/owo/', 'http://theextremeevent.com/', 'https://www.spnstore.com', 'https://www.americanreserves.com/stew', 'https://www.energizedhealth.com', 'http://magbreakthrough.com/stewfree', 'http://www.TacRightStew.com', 'https://kuribl.com', 'https://buginguide.com/stew', 'http://www.zstacklife.com/spn', 'https://cortezwm.com', 'http://www.fieldofgreens.com/', 'http://ZAPMYDEBT.com', 'https://www.purgestore.com', 'http://HighPowerHeart.com', 'https://twitter.com/realstewpeters', 'https://t.me/stewpeters', 'https://gab.com/RealStewPeters', 'https://youtube.com/stewpeters']",20 hours ago,56,4,12538,20,1876,https://api.bitchute.com/video/0yLGfkExAF0M
puhekfZgXb5W,COVIDIOCRACY IS FATAL 💉😷☠⚰ IF NOT TREATED,"#covidiocracy,#masktard,#multiprongedoffensive",1684,2:20,CANST - Children Are NOT Sex Toys / GMNo!,canst,"Libs of TikTok - Woman cries actual tears because nurses told her that her dumb mask doesn’t do anything to protect her. This is what happens when you watch too much MSNBC and fall for covid hysteria.


Source: <https://x.com/libsoftiktok/status/1808203293690417266>


Thumbnail: <https://forum.bodybuilding.com/showthread.php?t=185496141>

","['https://x.com/libsoftiktok/status/1808203293690417266', 'https://forum.bodybuilding.com/showthread.php?t=185496141']",8 hours ago,24,6,17888,8,1714,https://api.bitchute.com/video/puhekfZgXb5W
AGZNycUGkKU,France is No Longer France,No Hashtags,1666,0:55,Paul Joseph Watson,pauljosephwatson,"Please subscribe to the channel for more: <https://www.youtube.com/PrisonPlanetLive?sub_confirmation=1>

",['https://www.youtube.com/PrisonPlanetLive?sub_confirmation=1'],19 hours ago,103,4,81806,19,1773,https://api.bitchute.com/video/AGZNycUGkKU
FZlZkJAVd74,X User Notices Something About the Debate No One Else Noticed,No Hashtags,1633,1:15,Rubin Report,rubinreport,"Dave Rubin of “The Rubin Report” shares a DM clip of CNN’s Dana Bash getting caught on camera giving mysterious hand signals during the Trump vs. Biden presidential debate.  
Watch Dave Rubin's FULL DIRECT MESSAGE: [https://www.youtube.com/watch?v=fnWa\_7Ef5mE&amp;list=PLEbhOtC9klbDG22n--rCDbv02-n8l6agL&amp;index=1&amp;pp=gAQBiAQB](https://www.youtube.com/watch?v=fnWa_7Ef5mE&amp%3Blist=PLEbhOtC9klbDG22n--rCDbv02-n8l6agL&amp%3Bindex=1&amp%3Bpp=gAQBiAQB)


WATCH the MEMBER-EXCLUSIVE segment of the show here: <https://rubinreport.locals.com/>


Check out the NEW RUBIN REPORT MERCH here:  
<https://daverubin.store/>


----------


#RubinReport #CNN #debate #Biden #caught #TrumpBidendebate #DanaBash #DaveRubin


The Direct Message segments of the Rubin Report are a chance for Dave Rubin to directly address current events, political news and the topics of the day. Whether it’s encouraging critical thinking, defending free speech, or fending off political correctness, it’s only by having calm rational conversations about these issues that can help de-escalate the political polarization and help heal our democracy. To hear what Dave has to say on these and a variety of other topics watch this playlist:  
<https://www.youtube.com/playlist?list=PLEbhOtC9klbDG22n--rCDbv02-n8l6agL>


To make sure you never miss a single Rubin Report video, click here to subscribe:  
<https://www.youtube.com/channel/UCJdKr0Bgd_5saZYqLCa9mng?sub_confirmation=1>


Looking for smart and honest conversations about current events, political news and the culture war? Want to increase your critical thinking by listening to different perspectives on a variety of topics? If so, then you’re in the right place because on The Rubin Report Dave Rubin engages the ideas of some of society's most interesting thought leaders, authors, politicians and comedians. The Rubin Report is the largest talk show about free speech and big ideas on YouTube.  
Dave allows his guests to speak their minds and his audience to think for themselves.  
New videos every week.


The Rubin Report is fan funded through monthly and one-time donations:  
<https://rubinreport.com/support>


..

","['https://www.youtube.com/watch?v=fnWa_7Ef5mE&amp%3Blist=PLEbhOtC9klbDG22n--rCDbv02-n8l6agL&amp%3Bindex=1&amp%3Bpp=gAQBiAQB', 'https://rubinreport.locals.com/', 'https://daverubin.store/', 'https://www.youtube.com/playlist?list=PLEbhOtC9klbDG22n--rCDbv02-n8l6agL', 'https://www.youtube.com/channel/UCJdKr0Bgd_5saZYqLCa9mng?sub_confirmation=1', 'https://rubinreport.com/support']",22 hours ago,24,6,29049,22,1663,https://api.bitchute.com/video/FZlZkJAVd74
f03iwM9pSNKq,Canadian Hospitals Murder Children SEE THE EVIDENCE - The Kevin J. Johnston Show,No Hashtags,1539,1:59:50,Kevin J. Johnston,kevinjjohnston,"The Kevin J. Johnston Show is Every Tuesday and Thursday at 9PM Eastern Time


LIVE ON:  
[www.FreedomReport.ca](http://www.FreedomReport.ca)  
&  
[www.x.com/KevinJJohnstonX](http://www.x.com/KevinJJohnstonX)  
&  
x.com/KJJTV13  
and  
x.com/KevinTheJackal


Tonight's story is one that is incredibly sad but it has to be told. In the Province of Alberta, the healthcare system murders children and then blames the parents. In order to cover their own asses after the healthcare system has murdered your children they will have you charged criminally so you do prison time and then use their government media outlets to slander you so that they do not have to be held to account.


Tonight we bring our special guest in whose child was murdered by Alberta Health Services. Please make sure everyone you know watches this video.


#trending #news #politics #podcast #justice

","['http://www.FreedomReport.ca', 'http://www.x.com/KevinJJohnstonX']",11 hours ago,13,3,4189,11,1555,https://api.bitchute.com/video/f03iwM9pSNKq
53N2JHtoxtv8,"RFK Jr Filmed Eating A Dog; On His Alleged Sexual Assault: ""I Have So Many Skeletons In My Closet""","#rfk,#rfkjr,#democrats",1500,2:26,Tim Truth,timtruth,"RFK THREATENS AMERICANS W/ CDC QUARANTINES; TYRANNICAL PCR TEST PSEUDOSCIENCE: <https://old.bitchute.com/video/79LopOd2EE5e/>

",['https://old.bitchute.com/video/79LopOd2EE5e/'],7 hours ago,36,35,27055,7,1571,https://api.bitchute.com/video/53N2JHtoxtv8
pOZzbgfkQLL4,MEET MATTHEW NORTH: THEY KILLED HIM FOR MAKING THIS VIDEO.. DEAD IN THE CAR HE'S FILMING IN.. #TRUMP,No Hashtags,20700,12:17,Philosophers-stone.info pureblood,philosophers-stoneinfo,"<https://www.bitchute.com/video/rBjyu8B1Qk3X/>  
<https://t.me/DisclosureLibrary/38255>


WHO WAS MATTHEW NORTH?   
HIS OPEN LETTER TO ZIONIST PUPPET TRUMP SUPPORTERS! [2018]  
<https://www.bitchute.com/video/ta6TmR7xEjLV/>


What is Cambridge Analytica - Matthew North  
<https://www.bitchute.com/video/eAADAetHUPLZ/>


Rest In Peace Matthew North  
<https://www.bitchute.com/video/eAADAetHUPLZ/>  
<https://www.youtube.com/watch?v=Z9bMQ7Z3DPg>  
<https://t.me/DisclosureLibrary/38247>  
<https://t.me/DisclosureLibrary/38254>  
<https://t.me/DisclosureLibrary/38253>  
<https://t.me/DisclosureLibrary/38252> [NASA]  
<https://t.me/DisclosureLibrary/37832>  
<https://t.me/DisclosureLibrary/38189>  
<https://www.bitchute.com/video/J1yXzBprkuH9/> [PARTII]  
<https://www.bitchute.com/video/PLpNXdJGvB5J/> {PARTI}  
<https://t.me/DisclosureLibrary/38180>  
<https://t.me/DisclosureLibrary/35875>

","['https://www.bitchute.com/video/rBjyu8B1Qk3X/', 'https://t.me/DisclosureLibrary/38255', 'https://www.bitchute.com/video/ta6TmR7xEjLV/', 'https://www.bitchute.com/video/eAADAetHUPLZ/', 'https://www.bitchute.com/video/eAADAetHUPLZ/', 'https://www.youtube.com/watch?v=Z9bMQ7Z3DPg', 'https://t.me/DisclosureLibrary/38247', 'https://t.me/DisclosureLibrary/38254', 'https://t.me/DisclosureLibrary/38253', 'https://t.me/DisclosureLibrary/38252', 'https://t.me/DisclosureLibrary/37832', 'https://t.me/DisclosureLibrary/38189', 'https://www.bitchute.com/video/J1yXzBprkuH9/', 'https://www.bitchute.com/video/PLpNXdJGvB5J/', 'https://t.me/DisclosureLibrary/38180', 'https://t.me/DisclosureLibrary/35875']","6 days, 12 hours ago",684,106,31441,156,21490,https://api.bitchute.com/video/pOZzbgfkQLL4
j6MUInqTuZE4,Julian Assange 666 Psyop? And The Secret Covenant That Controls This Matrix,"#secrets,#tracking,#deals",20300,1:32:37,Dollar_Vigilante,dollar_vigilante,"Underground rebel, hero of the world, or (mind)controlled opposition in a lifelong psyop? If Julian Assange is 100% legit, he’s a hero. What do you think? 


CloudBet Link: [dollarvigilante.com/cloudbet](http://dollarvigilante.com/cloudbet)   
Non Conformist Series: [anarchapulco.com/ncs](http://anarchapulco.com/ncs)   
Limited Time, FREE trial to The Dollar Vigilante Newsletter: <https://dollarvigilante.com/freetrial>  
The Game Changers 3 Day Manifestation MasterClass: <http://dollarvigilante.com/gc>  
Anarchapulco: <https://anarchapulco.com>   
Crypto Vigilante Subscription Contest:  
<https://contest.cryptovigilante.io>   
The Vigilante Insider's Club (VIC) membership | <https://dollarvigilante.com/VIC>  
Get our FREE newsletter | <https://DollarVigilante.com/>  
Subscribe to TDV | <https://dollarvigilante.com/subscribe>  
FREE TDV Public Telegram Group | <https://t.me/TheDollarVigilanteOfficial> (Join the discourse)  
Subscribe to TCV | <https://cryptovigilante.io>  
Become An Affiliate and earn money with TDV | <https://dollarvigilante.com/affiliate>  
Buy My Book, ""The Controlled Demolition of The American Empire"" | <https://dollarvigilante.com/book>


\*\*\*\*\* Follow us on these platforms \*\*\*\*\*


Vigilante.tv | <https://vigilante.tv>  
LBRY | <https://dollarvigilante.com/lbry>   
Odysee | <https://dollarvigilante.com/odysee>  
Bitchute | <https://dollarvigilante.com/bitchute>   
153 News | <https://dollarvigilante.com/153news>   
Brighteon | <https://dollarvigilante.com/brighteon>   
Rumble | <https://dollarvigilante.com/rumble>   
TikTok | <https://www.tiktok.com/@dollarvigilante>  
Beware of scams. All our official channels are listed here | <https://dollarvigilante.com/official/>


\*\*\*\*\* Connect with us on social media \*\*\*\*\*


The Dollar Vigilante Twitter | [twitter.com/DollarVigilante](https://twitter.com/DollarVigilante)  
The Crypto Vigilante Twitter | [twitter.com/VigilanteCrypto](https://twitter.com/VigilanteCrypto)  
Lucy on Twitter | <https://twitter.com/LucyB_Tacos>  
Jeff on Twitter | <https://twitter.com/BerwickJeff>


\*\*\*\*\* Sources for this video \*\*\*\*\*


Intro vid: Sounds Like Harmony - The Great Reset: <https://www.youtube.com/watch?v=0Hs0SbTpyok>


VIDEO: <https://x.com/wideawake_media/status/1805519781623152820>

","['http://dollarvigilante.com/cloudbet', 'http://anarchapulco.com/ncs', 'https://dollarvigilante.com/freetrial', 'http://dollarvigilante.com/gc', 'https://anarchapulco.com', 'https://contest.cryptovigilante.io', 'https://dollarvigilante.com/VIC', 'https://DollarVigilante.com/', 'https://dollarvigilante.com/subscribe', 'https://t.me/TheDollarVigilanteOfficial', 'https://cryptovigilante.io', 'https://dollarvigilante.com/affiliate', 'https://dollarvigilante.com/book', 'https://vigilante.tv', 'https://dollarvigilante.com/lbry', 'https://dollarvigilante.com/odysee', 'https://dollarvigilante.com/bitchute', 'https://dollarvigilante.com/153news', 'https://dollarvigilante.com/brighteon', 'https://dollarvigilante.com/rumble', 'https://www.tiktok.com/@dollarvigilante', 'https://dollarvigilante.com/official/', 'https://twitter.com/DollarVigilante', 'https://twitter.com/VigilanteCrypto', 'https://twitter.com/LucyB_Tacos', 'https://twitter.com/BerwickJeff', 'https://www.youtube.com/watch?v=0Hs0SbTpyok', 'https://x.com/wideawake_media/status/1805519781623152820']","5 days, 7 hours ago",620,54,60639,127,20974,https://api.bitchute.com/video/j6MUInqTuZE4
EXlbedGhbBWc,11 PROOFS: POWER IS BEING RETURNED TO THE PEOPLE,"#sgtreport,#news,#treason",17100,26:20,SGT Report,sgt-report,"Dr. Gundry has THE KEY to losing weight & keeping it OFF!!  
--> <http://thehealthyfat.com/SGT>  
------------  
Get HEALTHY with the FREE video report from Chuck Norris here:  
<https://chuckdefense.com/sgt>


Biden's debate performance and several recent SCOTUS rulings has the DemonRats and RINOS in a pure panic over what's coming for the turncoats and the Traitors. Here are the 11 PROOFS that power is being returned to the people.

","['http://thehealthyfat.com/SGT', 'https://chuckdefense.com/sgt']","1 day, 17 hours ago",494,96,132743,41,17690,https://api.bitchute.com/video/EXlbedGhbBWc
49dRHinbtNvS,The Tucker Carlson Show: Matt Taibbi: Wie Geheimdienste die Medien kontrollieren,No Hashtags,15600,2:17:38,Rosirosa,rosirosa,No Description,[],"5 days, 12 hours ago",0,0,671,132,15600,https://api.bitchute.com/video/49dRHinbtNvS
saeJDg0tvSHS,"UPDATES TODAY BY SHARIRAYE JUNE 28, 2024!!!!!!!!!","#god,#family,#country",13500,26:02,ShariRaye,shariraye,"++< [www.ShariLikesGold.com](http://www.ShariLikesGold.com) >++> Protect yourself from the DOLLAR DEVALUATION, BIDENFLATION with Physical Gold and Silver now!!!!! #Ad  
<https://www.teslabiohealing.com/?aff=229> OR USE CODE SHARIRAYE5  
TRY BLUE PRODUCTS: <https://tryblue.kckb.st/shariraye> or use code: TRY-SHARIRAYE  
\*\*\* PLEASE SUPPORT MY MINISTRY. Click here: <https://www.paypal.com/paypalme/shariraye1> \*\*\*  
To purchase CD's go to the Donate Button and pay for them.  
$10.00 each & $ 4.00 Shipping!!!!!!!!!  
[www.shariraye.org](http://www.shariraye.org)  
Telegram  
<https://t.me/sharirayepatriots>  
Email  
[citrms@ymail.com](mailto:citrms@ymail.com)

","['http://www.ShariLikesGold.com', 'https://www.teslabiohealing.com/?aff=229', 'https://tryblue.kckb.st/shariraye', 'https://www.paypal.com/paypalme/shariraye1', 'http://www.shariraye.org', 'https://t.me/sharirayepatriots', 'mailto:citrms@ymail.com']","4 days, 18 hours ago",280,25,35670,114,13805,https://api.bitchute.com/video/saeJDg0tvSHS
ZBcQBA9cRcbR,Discussing adrenochrome on Oprah. Check out her reaction.,No Hashtags,13400,2:02,Jim Crenshaw,jim-crenshaw,"Don't be surprised if you see me completely done with this channel. I am tired of all the problems, and the screwing with my channel. Subs deleted, descriptions missing and more. Now this? This is a cluster F. I have done my part to spread the word. All for zero compensation. I need to move on to more productive ventures. I was tired of this anyway. Bless you all. Peace and I am out after today.


Oprah acts like she’s hearing something shocking for the first time. She has been a part of that evil for decades.

",[],"5 days, 4 hours ago",0,0,0,124,13400,https://api.bitchute.com/video/ZBcQBA9cRcbR
JyCnT3jpP8f9,"MSM admits Obama Is the ""president"" and Biden is a Robot/fallen entity.","#rfb,#civil,#war",12100,21:46,RichieFromBoston,richiefromboston,"F YOU REALLY WANT ME TO BUILD YOU A ONE OFF VEHICLE AND HAVE IT TO YOUR  
DOOR IN LESS THAN 90 DAYS [RJCJR10@YAHOO.COM](mailto:RJCJR10@YAHOO.COM) Im only doing one build.  
two if time allows.  
Support my first ""movie"" or dont <https://www.youtube.com/watch?v=18aAk_shKj0&t=1207s>  
RFB on PATREON <https://www.patreon.com/RichieFromBoston>  
ALL RFB VIDEOS <https://altcensored.com/channel/UCuNfok7ozooi0LZgp6JJS4A>  
GET FOOD <https://www.mypatriotsupply.com/pages/richie-from-boston-1>  
REAL GOLD NOT FIAT PAPER OR 1S AND 0S [www.Richielikesgold.com](http://www.Richielikesgold.com)  
EVERY SURVIVAL ITEM I OWNED AND TESTED FOR REAL <https://www.amazon.com/shop/jailbreakoverlander>  
SURVIVAL PLAYLIST <https://www.youtube.com/watch?v=4_MNePnS50c&list=PL0n_SOOzeLw3X2M4mZaGfk8brjRi1ngBV>

","['mailto:RJCJR10@YAHOO.COM', 'https://www.youtube.com/watch?v=18aAk_shKj0&t=1207s', 'https://www.patreon.com/RichieFromBoston', 'https://altcensored.com/channel/UCuNfok7ozooi0LZgp6JJS4A', 'https://www.mypatriotsupply.com/pages/richie-from-boston-1', 'http://www.Richielikesgold.com', 'https://www.amazon.com/shop/jailbreakoverlander', 'https://www.youtube.com/watch?v=4_MNePnS50c&list=PL0n_SOOzeLw3X2M4mZaGfk8brjRi1ngBV']","5 days, 20 hours ago",455,36,56262,140,12591,https://api.bitchute.com/video/JyCnT3jpP8f9
6wfaCVFfEnA,Climate Idiots Gets Wrecked Trying to Block a Truck with a Rope,No Hashtags,11900,4:26,The Salty Cracker,thesaltycracker,"Website: <https://saltmustflow.com>


OTHER PLATFORMS:  
Rumble: <https://rumble.com/c/SaltyCracker>  
Locals: <https://saltycracker.locals.com/>  
Twitter/X: <https://twitter.com/SaltyCracker9>


SUPPORT SALTY:  
Website: <https://saltmustflow.com/support/>  
SubscribeStar: <https://www.subscribestar.com/salty-cracker>  
Cash App: <https://cash.app/$saltmustflow>  
Merchandise: <https://saltmustflow.com/shop/>


Mrs. Salty's Channel: <https://www.youtube.com/channel/UChnZMOno3rthe1LHvcxufdw>


Music by:  
<https://incompetech.com/>  
Crinoline Dreams  
In Your Arms


--Disclaimer--  
These are the opinions and ramblings of a foul-mouthed lunatic. They are for entertainment purposes only and are probably wrong. You listen at your own risk.

","['https://saltmustflow.com', 'https://rumble.com/c/SaltyCracker', 'https://saltycracker.locals.com/', 'https://twitter.com/SaltyCracker9', 'https://saltmustflow.com/support/', 'https://www.subscribestar.com/salty-cracker', 'https://cash.app/$saltmustflow', 'https://saltmustflow.com/shop/', 'https://www.youtube.com/channel/UChnZMOno3rthe1LHvcxufdw', 'https://incompetech.com/']","6 days, 7 hours ago",556,20,125462,151,12476,https://api.bitchute.com/video/6wfaCVFfEnA
Ut3HZibG9g7m,"Ep 3388b - Chatter, Trains, Buses, Be Vigilant, Nowhere To Hide, My Fellow Americans…",No Hashtags,11600,1:11:20,X22report,x22report,"Ultimate Sirt Juice,Lose Weight, Support Your Overall Health  
Get A $20 discount on this amazing product  
Go to <https://GetSirt.com/X22>


 The [DS] has no place to hide, as the darkness falls so does the enemy. Communication blackout, cyber attacks prepped are readied. Patriots know the playbook. ISIS brought in illegals and ICE cannot locate them. Chatter, trains, buses be vigilant. As the debates approach the [DS] prepares to show their audience the true Biden. Trump puts out video which refers to an X (twitter). Prepare yourself, the storm is coming. 


To claim your free gift, just visit  
<https://GetLiverHelp.com/X22>


All source links to the report can be found on the [x22report.com](http://x22report.com) site.


Most of artwork that are included with these videos have been created by X22 Report and they are used as a representation of the subject matter. The representative artwork included with these videos shall not be construed as the actual events that are taking place.


Intro Video Music: YouTube Free Music: Cataclysmic Molten Core by Jingle Punks


Intro Music: YouTube Free Music: Warrior Strife by Jingle Punks


Fair Use Notice: This video contains some copyrighted material whose use has not been authorized by the copyright owners. We believe that this not-for-profit, educational, and/or criticism or commentary use on the Web constitutes a fair use of the copyrighted material (as provided for in section 107 of the US Copyright Law. If you wish to use this copyrighted material for purposes that go beyond fair use, you must obtain permission from the copyright owner. Fair Use notwithstanding we will immediately comply with any copyright owner who wants their material removed or modified, wants us to link to their web site, or wants us to add their photo.


The X22 Report is ""one man's opinion"". Anything that is said on the report is either opinion, criticism, information or commentary, If making any type of investment or legal decision it would be wise to contact or consult a professional before making that decision.


Use the information found in these videos as a starting point for conducting your own research and conduct your own due diligence before making any significant investing decisions.

","['https://GetSirt.com/X22', 'https://GetLiverHelp.com/X22', 'http://x22report.com']","6 days, 19 hours ago",713,62,195680,163,12375,https://api.bitchute.com/video/Ut3HZibG9g7m
