id,title,hashtags,view_count,duration,channel,channel_id,description,description_links,created_at,like_count,dislike_count,subscriber_count,hours ago posted,total_interactions,video_url
RWzI0DwI0chz,Herniated Discs 🤯🚨🥺🔥,No Hashtags,101,28:55,JohnBergman,johnbergman,"Dr. B VIP website: <https://www.drbvip.com/>  
RUMBLE: <https://rumble.com/c/DrJohnBergmanDC>  
BITCHUTE: <https://www.bitchute.com/channel/johnbergman/>  
ODYSEE: <https://odysee.com/@DrJohnBergman:1>


Dr. B’s Facebook Fanpage  
<https://www.facebook.com/drjohnbergman/>  
Dr. B’s Website  
<https://drjohnbergman.com/>


TikTok  
<https://www.tiktok.com/@dr.bergmandc>  
Instagram  
<https://www.instagram.com/drjohnbergman/>


Apple Podcast  
<https://podcasts.apple.com/us/podcast/dr-john-bergman-d-c/id1698300636>  
Spotify  
<https://open.spotify.com/show/5JxL2dglseqZVGnEhBKLwB>  
Blog Talk Radio  
<https://www.blogtalkradio.com/askdrjohnbergman>


HUNTINGTON BEACH CLINIC:  
18582 Beach Blvd #22,  
Huntington Beach, CA 92648


Call: (1) 714-962-5891


<http://bergmanchiropractic.com> 


Office Hours:  
Mon - Thur 7:00 AM – 5:30 PM  
Lunch Break 11:00 AM - 1 PM  
Fri - Sun Closed  
Public Holidays Closed


MEXICO CLINIC:  
Grand Hotel Tijuana  
4558 Agua Caliente Blvd. Ste. CC 1B, Tijuana, Mexico


Toll-Free: 1 (877) 207-0824  
From the US: (619) 365 9003  
From MX: (664) 686 1158


[info@holisticcare.com](mailto:info@holisticcare.com)  
<https://www.holisticcare.com/chiropractic/>


Office Hours:  
Mon - Fri 9:00 AM – 6:00 PM  
Lunch Break 12:30 PM – 1:30 PM  
Sat 9:00 AM – 2:00 PM  
Sun Closed  
Public Holidays Closed


American Biodental Center in Tijuana, Mexico:  
<https://americanbiodental.com>


Dr. Bergman D.C. is available for Skype and Phone consultations which you can schedule by using the link below:  
<https://drjohnbergman.com/booking/>


For Media and Business Inquires contact:  
[support@drjohnbergman.com](mailto:support@drjohnbergman.com)

","['https://www.drbvip.com/', 'https://rumble.com/c/DrJohnBergmanDC', 'https://www.bitchute.com/channel/johnbergman/', 'https://odysee.com/@DrJohnBergman:1', 'https://www.facebook.com/drjohnbergman/', 'https://drjohnbergman.com/', 'https://www.tiktok.com/@dr.bergmandc', 'https://www.instagram.com/drjohnbergman/', 'https://podcasts.apple.com/us/podcast/dr-john-bergman-d-c/id1698300636', 'https://open.spotify.com/show/5JxL2dglseqZVGnEhBKLwB', 'https://www.blogtalkradio.com/askdrjohnbergman', 'http://bergmanchiropractic.com', 'mailto:info@holisticcare.com', 'https://www.holisticcare.com/chiropractic/', 'https://americanbiodental.com', 'https://drjohnbergman.com/booking/', 'mailto:support@drjohnbergman.com']",21 hours ago,4,0,6068,21,105,https://api.bitchute.com/video/RWzI0DwI0chz
poPN5rfwER2D,"O Muslim! Guess What ""Allahuachbar"" Sounds to Those Who Know Hebrew?",No Hashtags,99,7:15,Rammat,rammat,"O Muslim! You may not like this video very much, but, when you say ""Allahuachbar!"" to someone who knows Hebrew, they fight hard not to laugh at you, possibly because they don't want you to saw their head off.

",[],17 hours ago,1,0,137,17,100,https://api.bitchute.com/video/poPN5rfwER2D
Lr1pZ2AQJyLY,Screechy Mix - Apologies - Uploading Anyway,No Hashtags,90,19:11,spudgypang4,spudgypang4,"As usual, Ludocrats features both the Phase 2 corona 0p and the Phase 4 Seattle 0p.

",[],9 hours ago,4,0,661,9,94,https://api.bitchute.com/video/Lr1pZ2AQJyLY
c9rs3qV4mLth,Barbara O'Neill - Poultices & Their Applications (05.17.2012),"#BarbaraONeill,#poultices,#MistyMountain",85,1:04:26,CuresWanted,cureswanted,"Learn the simple but effective remedies of poultices made from such household items as potato, onion, charcoal and rags.


Remedies covered:  
Onion Poultice  
Garlic Poultice  
Potato Poultice  
Cayenne Poultice  
Castor Oil Poultice  
Charcoal Poultice  
Barbara O'Neill, a qualified naturopath and nutritionist, is also an international speaker on natural self-healing. She has raised eight children and is a specialist in women's and children's health. 


She is also the health director of the successful Misty Mountain Health Retreat, located in the Macleay Valley west of Kempsey, between Coffs Harbour and Port Macquarie.


Barbara is passionate about good health and natural healing. She believes in giving the body optimum conditions in order for it to heal itself. 


Did you know an onion can help relieve a swollen bruise and charcoal can help to draw venom from a bite out of your body? Learn the simple but effective remedies of poultices made from such household items as potato, onion, charcoal and rags. 


<https://t.me/BarbaraONeillsFollowers>   
<https://t.me/BarbaraONeillsFollowersChat>  
Take A Vacation: <https://wg.vacations/88974311578> 


<https://barbaraoneill.com/>  
<https://www.selfhealbydesign.com/>   
<https://www.beyondpatmos.org/seriesvideo.aspx?seriesid=75> 

","['https://t.me/BarbaraONeillsFollowers', 'https://t.me/BarbaraONeillsFollowersChat', 'https://wg.vacations/88974311578', 'https://barbaraoneill.com/', 'https://www.selfhealbydesign.com/', 'https://www.beyondpatmos.org/seriesvideo.aspx?seriesid=75']",22 hours ago,1,0,478,22,86,https://api.bitchute.com/video/c9rs3qV4mLth
umhgJk6o1iIJ,Dr. Robert Young on Self Assembling Transfection Nano Tech 0724,"#vaccine,#damage,#santcaribe",79,1:12:21,santecaribe,santecaribe,"Dr. Robert Young on Self Assembling Transfection Nano Tech 0724  
For personalized help with Vax Damage and Nano Tech Removal contact us at [www.santecaribe.life](http://www.santecaribe.life)  
Order Master Peace here <https://masterpeacebyhcs.com/my-account/edit-account/?ref=6594>

","['http://www.santecaribe.life', 'https://masterpeacebyhcs.com/my-account/edit-account/?ref=6594']",7 hours ago,0,0,4,7,79,https://api.bitchute.com/video/umhgJk6o1iIJ
ztkEiF6vPoRI,Silent Corona covid or ozone exposure. This is easier than you think folks.,"#vaccine,#death,#ozone",77,12:42,Hey Canada!! 🚨THE REAL 19 IS OZONE/TRIOXYGEN🚨,httpswwwbuymeacoffeecommikmac,"Who's on got here first.

",[],17 hours ago,0,0,134,17,77,https://api.bitchute.com/video/ztkEiF6vPoRI
gtmu0SLS4YDd,Episode 421: He Cleared His Pancreatic Cancer In Just A Few Months,"#Pancreatic,#cancer,#cannabis",77,35:47,Cannabis Health Radio,cannabishealthradiopodcast,"Discover the incredible journey of Bob Jansen and his wife Tami as they share their inspiring story. After experiencing persistent stomach pains, Bob was shocked by a diagnosis of pancreatic cancer. Despite undergoing 12 rounds of chemotherapy, it was cannabis oil suppositories that Bob believes were pivotal in his recovery. Now, nearly three years cancer-free, Bob and Tami recount their remarkable battle and triumph over cancer. Tune in to hear their heartfelt and powerful story.  
✅ Do you want to share your story on the CHR podcast?  
Send us an email with a bit of background on how cannabis has helped you and we'll get in touch with you, [contact@cannabishealthradio.com](mailto:contact@cannabishealthradio.com)  
✅CANNABIS ODOR REMOVER  
The ULTIMATE solution for eliminating cannabis odors completely and permanently.  
Fast, safe, effective. Keep your privacy and LEAVE NO TRACE. NixT 420  
USE CODE: CHRNIXT fOR 10% OFF.  
✅ Subscribe, like, share & support  
Monthly donation: <https://www.patreon.com/cannabishealthradio>  
One time donation: <http://cannabishealthradio.com/donate-1>  
Paypal: [contact@cannabishealthradio.com](mailto:contact@cannabishealthradio.com)  
✅ Follow us:  
Website: <http://cannabishealthradio.com>  
Facebook: <https://www.facebook.com/cannahealthradio>  
Instagram: <https://www.instagram.com/cannabishealthradio>  
Twitter: <https://twitter.com/PodcastCannabis>  
Bitchute: <https://www.bitchute.com/channel/ZrRRMJj5Jzs9/>  
Odysee: <https://odysee.com/@CannabisHealthRadio:c>  
Mewe: <https://mewe.com/group/60519258679a1f0316243d7f>  
✅ Corrie can be reached on Facebook <https://www.facebook.com/corrie.yelland/>  
Her email is [Corries.consulting@gmail.com](mailto:Corries.consulting@gmail.com). Please be patient for her response.  
📢 Disclaimer:  
The content found on this channel is not intended to diagnose, treat, prevent or cure disease. We strive to make the information on this channel as timely and accurate as possible, we makes no claims, promises, or guarantees about the accuracy, completeness, or adequacy of the contents of this channel.  
We suggest working with a medical practitioner or / and under adult supervision for any serious health issues.

","['mailto:contact@cannabishealthradio.com', 'https://www.patreon.com/cannabishealthradio', 'http://cannabishealthradio.com/donate-1', 'mailto:contact@cannabishealthradio.com', 'http://cannabishealthradio.com', 'https://www.facebook.com/cannahealthradio', 'https://www.instagram.com/cannabishealthradio', 'https://twitter.com/PodcastCannabis', 'https://www.bitchute.com/channel/ZrRRMJj5Jzs9/', 'https://odysee.com/@CannabisHealthRadio:c', 'https://mewe.com/group/60519258679a1f0316243d7f', 'https://www.facebook.com/corrie.yelland/', 'mailto:Corries.consulting@gmail.com']",11 hours ago,2,0,796,11,79,https://api.bitchute.com/video/gtmu0SLS4YDd
q6jV1CE1vp8j,When Is It Unsafe For A Person To Take Methylene Blue?,"#MethyleneBlue,#methyleneblueunsafe,#methylenebluetoxic",73,3:52,Sunfruitdan,sunfruitdan,"Worldwide Supplier For Methylene Blue USP Grade (99% Purity) Powder: <https://www.sacredpurity.com/methyleneblue.html>


What Is Methylene Blue, Its History, Benefits And More! - <https://bit.ly/3hFrCMJ>  
Methylene Blues Scientifically Proven Health Benefits! - <https://bit.ly/3jFwj9O>  
Things You Can Combine With Methylene Blue! - <https://sunfruitdan.co/3XiGtPO>  
WARNING DO NOT INGEST THESE GRADES OF METHYLENE BLUE! - <https://sunfruitdan.co/44g6xwp>  
Why You Should Test for a G6PD Deficiency Before Taking Methylene Blue! - <https://sunfruitdan.co/4bCGu5v>  
WARNING METHYLENE BLUE & KIDNEY PROBLEMS! - <https://www.bitchute.com/video/JgyhmqmmG7Z2/>  
WARNING METHYLENE BLUE & LIVER PROBLEMS! - <https://www.bitchute.com/video/OAVDjiSNFvVY/>  
The Methylene Blue Starting Protocol - <https://bit.ly/40LVXKI>  
How To Make A Methylene Blue 1% Solution! - <https://bit.ly/3PTHCYb>  
Why You Should Make Your Own Methylene Blue 1% Solution! - <https://bit.ly/3W15M4i>


Join My Methylene Blue Group: <https://www.facebook.com/groups/methyleneblue>


Would you like private coaching with Sun Fruit Dan? If you answered YES, click this link: <https://www.sacredpurity.com/coaching.html>


When Is It Unsafe For A Person To Take Methylene Blue?


Methylene Blue is a blue organic dye, and many scientific studies prove it has a wide array of beneficial nootropic, detox, and healing effects.


But for certain people, it can be unsafe for them to ingest Methylene Blue, and in this video, ""When Is It Unsafe For A Person To Take Methylene Blue?"" I share all the reasons why.


If you are considering ingesting Methylene Blue, I highly recommend you watch this video, ""When Is It Unsafe For A Person To Take Methylene Blue?"" fully first before you do!


Check out Sun Fruit Dan’s USA or UK Amazon store to find lists of the best health and healing remedies by clicking here:  
(USA) <https://www.amazon.com/shop/sunfruitdan> (UK) <https://www.amazon.co.uk/shop/sunfruitdan>


Truedark Biohack Blue Light Blocking Glasses Website (USE THIS COUPON TO GET 10% OFF: CCSFD10): <https://bit.ly/2FcMRiS>


The Shoes I Wear:  
Vibram Men's V Running Shoe - <https://amzn.to/2veKfeE>  
Vibram Men's KSO EVO Five Finger Shoes - <https://amzn.to/2GFlmMY>


The Supplements I Use:  
Thorne Research - Multi-Vitamin Elite - <https://amzn.to/2UyUb1T>  
Allmax Creatine Monohydrate: <https://amzn.to/2snm2nm>  
Magnesium Glycinate - <https://amzn.to/3QdFxHh>  
Flameout® Omega-3 Fish Oil - <https://amzn.to/2REUeno>

","['https://www.sacredpurity.com/methyleneblue.html', 'https://bit.ly/3hFrCMJ', 'https://bit.ly/3jFwj9O', 'https://sunfruitdan.co/3XiGtPO', 'https://sunfruitdan.co/44g6xwp', 'https://sunfruitdan.co/4bCGu5v', 'https://www.bitchute.com/video/JgyhmqmmG7Z2/', 'https://www.bitchute.com/video/OAVDjiSNFvVY/', 'https://bit.ly/40LVXKI', 'https://bit.ly/3PTHCYb', 'https://bit.ly/3W15M4i', 'https://www.facebook.com/groups/methyleneblue', 'https://www.sacredpurity.com/coaching.html', 'https://www.amazon.com/shop/sunfruitdan', 'https://www.amazon.co.uk/shop/sunfruitdan', 'https://bit.ly/2FcMRiS', 'https://amzn.to/2veKfeE', 'https://amzn.to/2GFlmMY', 'https://amzn.to/2UyUb1T', 'https://amzn.to/2snm2nm', 'https://amzn.to/3QdFxHh', 'https://amzn.to/2REUeno']",5 hours ago,3,1,3837,5,77,https://api.bitchute.com/video/q6jV1CE1vp8j
54kyvEVS6ng,Pro tip: When Magnets exposed to residue or body secretions! #biomagnetismo #biomagneticmattress,No Hashtags,72,0:12,Biomganetism-Dr.Garcia,biomganetism-drgarcia,"Pro tip: When exposed to residue or body secretions (e.g. make-up, oily faces, acne, saliva, tears, sweat in armpits, etc.), disinfecting your magnets is recommended. Lightly spray them with isopropyl alcohol.


Empower your biomagnetism sessions with our premium 1,500 Gauss Strength Neodymium Magnets. Made to last. Available in four sizes. Proudly made the USA.

",[],21 hours ago,0,0,6,21,72,https://api.bitchute.com/video/54kyvEVS6ng
FPIvw1GvKAXB,Listen to this...,"#healing,#health,#natural",67,6:45,Improve your health naturally,mychannel56,No Description,[],18 hours ago,1,0,130,18,68,https://api.bitchute.com/video/FPIvw1GvKAXB
1NSoUVeaqFOG,I think about this video every day,"#drink,#money",13600,0:30,Voat,voat,No Description,[],"2 days, 15 hours ago",199,21,23244,63,13820,https://api.bitchute.com/video/1NSoUVeaqFOG
