id,title,hashtags,view_count,duration,channel,channel_id,description,description_links,created_at,like_count,dislike_count,subscriber_count,hours ago posted,total_interactions,video_url
dhOw97C6ePqr,Parabellum,No Hashtags,209,2:11:04,Last Car,marauders,No Description,[],17 hours ago,2,4,347,17,215,https://api.bitchute.com/video/dhOw97C6ePqr
HmN4ksBykAZV,Idiocracy 2006,"#idiocracy,#mikejudge",197,1:24:12,SecurityGuy42,securityguy42,"Notice: This movie was produced by Ternion and is distributed by 20th Century Fox. It can be purchased on DVD and Blu Ray which I recommend.


In 2005, average in every way private Joe Bowers (Luke Wilson) is selected to take part in a secret military experiment to put him in hibernation for a year along with a woman named Rita (Maya Rudolph). The slumbering duo is forgotten when the base they are stored on is closed down and are left in stasis until 2505. When they finally wake up, they discover the average intelligence of humans has decreased so much that Joe is now the smartest man in the world.

",[],20 hours ago,6,0,1385,20,203,https://api.bitchute.com/video/HmN4ksBykAZV
wUqOR1BgImp8,Wild Weed (1949) - Drama,#drama,175,1:09:02,Blue_Collar_Scholar,blue_collar_scholar,"A chorus girl's career is ruined and her brother is driven to suicide when she starts smoking marijuana.  
Staring - Lila Leeds, Alan Baxter, Lyle Talbot

",[],19 hours ago,4,0,1476,19,179,https://api.bitchute.com/video/wUqOR1BgImp8
VZ0qWyDRbLjG,🎞 TOO OLD TOO FURIOUS 🤪😜,"#humor,#ai,#MOVIESPOOF",173,0:14,TrustChristORGoToHell,trustchristorgotohell,"<https://gab.com/Boomstick/posts/112719769139652093>

",['https://gab.com/Boomstick/posts/112719769139652093'],18 hours ago,8,0,7815,18,181,https://api.bitchute.com/video/VZ0qWyDRbLjG
huONe80JeTiW,"RT News July 3, 2024 9AM GMT","#rt,#RussiaUkraine,#war",168,32:04,thedeadgene,thedeadgene,"July 3, 2024


Courtesy of [rt.com](https://rt.com)


Vladimir Putin arrives in the capital of Kazakhstan for the Shanghai Cooperation Organization summit with 16 nations in attendance including the Chinese and Turkish leaders. Ukraine rejects a ceasefire as Hungary’s proposal is shot down on arrival, while a conflict is brewing among the military leadership in Kiev. As the EU pushes Africa to follow a Green Agenda, the bloc’s been caught with its hand in the coal bucket, with Brussels digging deep into its pockets to expand mining operations.

",['https://rt.com'],11 hours ago,8,1,2708,11,177,https://api.bitchute.com/video/huONe80JeTiW
H4526JWmYN0i,₭𝝈ńġ։ Șᴋ𝘂ǁ Iŝ𝗜ąἤ𝑑 ❲𝟮𝙊|𝟳❩,No Hashtags,167,1:58:23,SayHiToTheMikeGuy,httpsrumblecomusermichael50,No Description,[],15 hours ago,6,1,1304,15,174,https://api.bitchute.com/video/H4526JWmYN0i
R8YWYX70ARKW,I Died and Locked Eyes with a Demon Pit Boss in Hell - Randy's Testimony,"#IDiedLockedEyesWithDemon,#RandysTestimony,#TouchingTheAfterlif",157,32:33,HalfDollar48,halfdollar48,"TouchingTheAfterlife  
<https://www.youtube.com/@TouchingTheAfterlife>


I Died and Locked Eyes with a Demon Pit Boss in Hell - Randy's Testimony  
#jesus #jesussaves #jesuschrist #hell #helltestimony #demon #supernatural 


As a boy, Randy experienced the Supernatural. He was shown hell as a boy and then went there when he died of a drug overdose as an adult. You don't want to miss these intense stories of the supernatural that will leave no doubt that demons and hell are waiting for those who die without Jesus.


Email me your miracle at  
[touchingtheafterlife@gmail.com](mailto:touchingtheafterlife@gmail.com)

","['https://www.youtube.com/@TouchingTheAfterlife', 'mailto:touchingtheafterlife@gmail.com']",20 hours ago,2,0,2242,20,159,https://api.bitchute.com/video/R8YWYX70ARKW
XnTQlIs7V1kZ,VJTV BITCHUTE LIVESTREAM 5 - THE X FILES,No Hashtags,150,4:51,VJTV,vjtv,No Description,[],5 hours ago,4,0,1047,5,154,https://api.bitchute.com/video/XnTQlIs7V1kZ
2Wc5zRr0Oryf,A medley of chuckles,No Hashtags,138,6:19,Mental_Hygiene - Preventing Truth Decay,mental_hygiene,"Mental Hygiene SHORTS. Freshly baked. Enjoy!  
July 2 2024

",[],17 hours ago,13,0,1440,17,151,https://api.bitchute.com/video/2Wc5zRr0Oryf
dYjjVeEv_l4,Actor Allegedly Hired For Psyop To Damage Farage In Election,No Hashtags,136,8:55,Count Dankula 2 : Electric Boogaloo,countdankula2,"=====  
LINKS  
=====


PayPal Donations : <https://www.paypal.me/countdankula>   
Patreon : <https://www.patreon.com/countdankula>   
Subscribestar : <https://www.subscribestar.com/count-dankula>  
Merch : <http://countdankula.shirtwascash.com/>  
BitCoin : 18Kgfgpd1PqSiyaxdWzvz3jLaBPYeKDSyL


SUBSCRIBE TO MY SECOND CHANNEL : <https://www.youtube.com/channel/UCRLO8HU2LWaMH6mjbQ1falQ>


SUBSCRIBE TO OUR PODCAST - The Incredible Salt Mine :  
<https://www.youtube.com/channel/UCx_SEanFxmYdkylVM1v3RDg>


Twitter : <https://www.twitter.com/CountDankulaTV>  
Discord : <http://bit.ly/DankulasDiscord>  
Minds : <https://www.minds.com/CountDankulaTV>  
Parler : <https://parler.com/profile/CountDankulaTV/posts>  
Normiebook : <https://www.facebook.com/CountDankulaTV/>  
Snapchat : countdankulatv2


PO BOX 19096   
MOTHERWELL   
ML1 9ES


Theme Song by Tailed Feature - <https://www.youtube.com/watch?v=WWoc6TiAm6s>


==============

","['https://www.paypal.me/countdankula', 'https://www.patreon.com/countdankula', 'https://www.subscribestar.com/count-dankula', 'http://countdankula.shirtwascash.com/', 'https://www.youtube.com/channel/UCRLO8HU2LWaMH6mjbQ1falQ', 'https://www.youtube.com/channel/UCx_SEanFxmYdkylVM1v3RDg', 'https://www.twitter.com/CountDankulaTV', 'http://bit.ly/DankulasDiscord', 'https://www.minds.com/CountDankulaTV', 'https://parler.com/profile/CountDankulaTV/posts', 'https://www.facebook.com/CountDankulaTV/', 'https://www.youtube.com/watch?v=WWoc6TiAm6s']",23 hours ago,14,1,3533,23,151,https://api.bitchute.com/video/dYjjVeEv_l4
