id,title,hashtags,view_count,duration,channel,channel_id,description,description_links,created_at,like_count,dislike_count,subscriber_count,hours ago posted,total_interactions,video_url
RGm17jFmHM5r,Thinking of going to PORCFEST 2025? Part 3 of my experience and some tips if you go!,"#porcfest,#libertarian,#travel",214,20:33,R DRIVER The Well Tempered Mechanic,rdriverthewelltemperedmechanic,"OK, Now you want to go right? You are thinking of how great it would be to be surrounded by smart, like minded people and are deciding if you want to do the week at Porcfest or Move to NH for the rest of your life. Here are some details to make the trip a little easier! The last part of 3 vids on my Porcfest trip this past month. See you there!

",[],"2 days, 21 hours ago",1,1,16,69,216,https://api.bitchute.com/video/RGm17jFmHM5r
yA17lkH4Ee0,Silage 2024 | Ploeger CM4240 self propelled merger,No Hashtags,194,01:59,Farming360,farming360,"Silage 2024 | Ploeger CM4240 self propelled merger

",[],"5 days, 3 hours ago",2,0,44,123,196,https://api.bitchute.com/video/yA17lkH4Ee0
QkSbL3eLUizf,1993 Lincoln Mark VIII Concept Car with Sliding Doors,"#car,#lincoln,#concept",192,03:06,[OBA],onlinebackuparchive,"<https://www.ronsusser.com/inventory/listing/1993-lincoln-mark-viii-disappearing-door-prototype-concept-car-both-doors-working/>  
<https://archive.ph/XDU0R>


<https://www.youtube.com/watch?v=AAtkoje4-eM>

","['https://www.ronsusser.com/inventory/listing/1993-lincoln-mark-viii-disappearing-door-prototype-concept-car-both-doors-working/', 'https://archive.ph/XDU0R', 'https://www.youtube.com/watch?v=AAtkoje4-eM']","6 days, 3 hours ago",5,0,593,147,197,https://api.bitchute.com/video/QkSbL3eLUizf
4qMHPjfgoY8,"How To Keep A Full Schedule! Business Growth, Evolve, Success! Auto Detailing And Beyond!",No Hashtags,189,28:58:00,Auto Detailing,logg8hqmtrae,"How To Keep A Full Schedule! Business Growth, Evolve, Success! Auto Detailing And Beyond! In this video, I explain how to keep a full schedule for your business. this video is a great example for auto detailing but can be applied to any business. I share tips on starting your business, growing your business, and keeping that calendar full! There are many different firmulas for a successful business. This is what has worked very well for me so it was a no brainer to share it with you.


#autodetailingbusiness #cardetailing #howto #apexautodetail 


For PREMIUM detailing services, reach out to Apex Auto Detail, Wernersville Pa. for your needs. Protect your cherished ride at Apex Detail!! Protect your investment!! It’s never too soon or too late to protect your investment! Protect your supercar, sports car, collectible or daily driver at Apex Detail! Avoid unsightly rock chips and other minor damage at Apex Detail!! Protect your cherished ride before that first rock chip with PPF at Apex Detail! At the very least, a basic coverage package can save your vehicle from rock chip damage as well as minor bumps and bruises. Apex Detail PPF/Ceramic Coatings can customize a coverage package for any budget. Protect your car, truck, or motorcycle at Apex Detail!


#ppf #paintprotectionfilm #apexautodetail #autodetailing 


Follow Apex Detail on INSTAGRAM for more exciting projects!! 


<https://www.instagram.com/apexautodetail/>


<https://www.apexautosurfaceprotection.com>


Apex Detail Support Group (FaceBook) <https://www.facebook.com/groups/9462450>


Paint protection film (PPF, also called clear bra, clear film or clear paint film) is a thermoplastic urethane often self-healing film applied to painted surfaces of a new or used car in order to protect the paint from stone chips, bug splatters, and minor abrasions. This film is also used on airplanes, RVs, cell phones, electronics, screens, motorcycles, and many other areas.

","['https://www.instagram.com/apexautodetail/', 'https://www.apexautosurfaceprotection.com', 'https://www.facebook.com/groups/9462450']","3 days, 23 hours ago",3,0,140,95,192,https://api.bitchute.com/video/4qMHPjfgoY8
yaAKH1hwR_E,SHOULD I BUY THIS CRAFTSMAN 580.753400 POWER WASHER FOR $50?,"#craftsmanpowerwasher,#craftsman,#smallenginerepair",173,20:00,bigalsmallengine,bigalsmallengine,"I have a chance to buy a Craftsman 580.753400 from a friend's   
Aunt who wants to get rid of it. She even let me take it home  
and check it out before I made my decision! Better than just  
taking a chance on one at a yard sale for $50 and finding out it  
can't be fixed. Is this pressure washer worth $50? Or do I take  
it back? Let's explore this Craftsman Power Washer from the   
early 2000's and see if has any life left in it. Then at the end of  
this video I can weigh the option to buy or take it back. Would  
you buy this power washer for $50? What are your experiences  
with Craftsman power washers? Leave your comments below.


Cheers! 🍻 -Al Cox


Do all repairs on small engine and power equipment  
at YOUR own risk. Disconnect battery and/or spark   
plugs. Have a fire extinguisher in reach. If you have   
no common sense, FORGET IT!!! 


Produced by Allen Cox.  
<https://www.paypal.com/paypalme/coxmusic>   
061824CXTX  
© Copyright 2024 Cox Music Productions   
Thomasville, North Carolina, USA  
All Rights Reserved for Private Enjoyment.  
[http://youtube.com/@bigalsmallengines](https://youtube.com/@bigalsmallengines)

","['https://www.paypal.com/paypalme/coxmusic', 'https://youtube.com/@bigalsmallengines']","5 days, 3 hours ago",6,0,8,123,179,https://api.bitchute.com/video/yaAKH1hwR_E
JDaZjh3j-Gs,OXILAM LED H7 Bulb vs Halogen install and review Lincoln Town Car,No Hashtags,163,13:20,HollywoodHornet,hollywoodhornet,"Click this link  
<https://oxilam.com/?ref=auwuiucb>


and enter the promotional code:  
Hollywoodhornet for 15% off.


The kind folks at OXILAM sent me a pair of H7 LED bulbs for test and review. These bulbs will be installed in the low-beam housing of a 2003 Lincoln Town Car. Upgrade your car headlights now by visiting the link below and take advantage of this discount and enjoy brighter and safer bight time driving.

",['https://oxilam.com/?ref=auwuiucb'],"2 days, 23 hours ago",0,1,92,71,164,https://api.bitchute.com/video/JDaZjh3j-Gs
txtrhnuItqQ,Unleash the Power of Black: The Mystery and Majesty of Jet-Black Wheels,No Hashtags,153,01:00,JWHEEL,jwheel,"Step into the mysterious and majestic world of jet-black wheels. Unleash the power of black and elevate the look of your ride with these sleek and stylish accessories. Discover the allure of jet-black wheels and feel the difference as you cruise in style. #JetBlackWheels #MysteryandMajesty #SleekStyle

",[],"5 days, 15 hours ago",0,3,4,135,156,https://api.bitchute.com/video/txtrhnuItqQ
Tmt0qmSp-6M,1975 Yamaha DT400 STREET TRACKER BUILD,No Hashtags,150,01:06:19,STCUSTOMS,stcustoms,"1975 Yamaha DT400 STREET TRACKER BUILD

",[],"5 days, 20 hours ago",0,0,8,140,150,https://api.bitchute.com/video/Tmt0qmSp-6M
XgTSMKYJQtU,Alpina B3 and B4 GT: Elevating Grand Touring with Extra Power and Luxury,No Hashtags,141,04:32,Techno R,technor,"Alpina B3 and B4 GT: Elevating Grand Touring with Extra Power and Luxury


Alpina, the esteemed Bavarian tuning company, has unveiled the B3 and B4 GT variants, adding a touch of grand touring elegance to their lineup. These new models offer just enough additional power to set them apart from their BMW counterparts, the M3 and M4, while maintaining the refined luxury and performance that Alpina is renowned for.


The Alpina B3 GT and B4 GT build on the solid foundations of the BMW 3 Series and 4 Series, respectively. The changes may appear subtle at first glance, but they are precisely what set the Alpina variants apart. Both models now bear the prestigious GT badge, highlighting their grand touring credentials and unique character.


Under the hood, the B3 GT and B4 GT are powered by Alpina’s enhanced version of BMW’s turbocharged inline-six engine. This powerplant receives a mild performance boost, delivering just enough extra horsepower and torque to give the Alpina models a slight edge over their BMW counterparts without overshadowing the more aggressive M3 and M4.


Alpina’s tuning philosophy extends beyond raw power; it’s about achieving a harmonious balance between performance and comfort. The B3 GT and B4 GT exemplify this approach. While they offer spirited driving dynamics and ample power, they also prioritize ride comfort and refinement.


The suspension systems of the B3 GT and B4 GT are meticulously tuned to provide a supple yet composed ride, ideal for long-distance cruising or spirited drives on winding roads. Alpina’s expertise in chassis dynamics ensures precise and confidence-inspiring handling, striking the perfect balance between sportiness and comfort.


The design of the Alpina B3 GT and B4 GT reflects the brand’s philosophy of understated elegance. Although they share the same silhouette as their BMW counterparts, they feature subtle styling enhancements that set them apart. Unique Alpina alloy wheels, a discreet front lip spoiler, and subtle badg..

",[],"5 days, 5 hours ago",2,0,15,125,143,https://api.bitchute.com/video/XgTSMKYJQtU
Y-FVuJpmKdw,Emergency Vehicle Warranties at Tim Lally S.A.V.E. with Veritas Global Protection Available Now,No Hashtags,118,06:59,Tim Lally Chevrolet,timlallymedia,"Tim Lally Chevrolet Links:  
Website - <https://www.timlally.com>   
Socials + More - <https://dot.cards/timlallychevrolet>


What's so special about Tim Lally Chevrolet?


The team here at Tim Lally Chevrolet is proud to carry on the legacy of Tim Lally. The Lally name has been synonymous with exceptional customer experience and value since 1922. You read that right, 1922. Tom ""Poppy"" Lally left US Steel to work for Horton Chevrolet Company. During the Great Depression, Poppy and Grandma Jo worked without wages, only stock, a sacrifice that laid the foundation for the transition over the decades from Horton Chevrolet Company to Tim Lally Chevrolet.


Tim Lally Chevrolet is not a mega-store conglomerate that churns customers and employees through some corporate machine that maximizes profitability while projecting some agency managed image. We are real people helping real people just like you!


Tim Lally Chevrolet is a state of the art Chevrolet Sales and Service store that folks have known for years and that knows them. Stop by and you will find Mike Lally talking with second or third generation repeat customers like they're old friends...because they are. You won't find him in his private jet or flaunting exotic luxury cars. Again, we are real people helping real people.  
Construction companies, fleet managers, police and fire chiefs look to Tim Lally Chevrolet for competitively bid vehicles backed by the kind of service that builds confident, long lasting relationships. We are real, and we are there for you.


Does this mean you pay more? Absolutely not! We are a high volume sales and service location. How can we not be with a loyal customer base that spans over 70 years served by three generations of the Lally family? Not only our volume but our long standing outstanding reputation with Chevrolet empowers us to provide you with great values and spectacular service year after year, generation after generation.


Whether you are looking at our exciting new Chevrolet vehicles;..

","['https://www.timlally.com', 'https://dot.cards/timlallychevrolet']","4 days, 21 hours ago",0,0,3,117,118,https://api.bitchute.com/video/Y-FVuJpmKdw
Lb1QB8O0glDc,Hogtunes Replacement Rear Speaker Grills for Harley Davidson Touring Models,"#motovlog,#motorcycle,#travel",108,06:14,Roy's Moto Ventures,roys-moto-ventures,"I damaged one of my rear speaker grills, on my 2021 Harley Davidson Road Glide Limited. I replaced them with ones I found on Amazon, from a company called Hogtunes. They fit perfect and have a metal mesh, compared to the thin plastic with felt mesh, that was original. So, I feel that the speakers will be more protected from an unforeseen puncture.


Hogtunes Replacement Rear Speaker Grills for Harley Davidson Touring Models: <https://amzn.to/47FkEMq>


➖➖Affiliate Storefront➖➖


🏪 Products that might interest you: <https://linktr.ee/roysmotoventures/store>


🏪 Products used on Channel: <https://sites.google.com/view/roys-moto-ventures/home>


➖➖Affiliate Product Websites➖➖


📸 Ulanzi Video Accessories: <https://www.ulanzi.com/?aff=1307>


💡 Eagle Lights LED Lighting: Get 15% off YOUR ENTIRE ORDER from Eagle Lights, by using this link here: <https://www.eaglelights.com/ROYS_MOTO_VENTURES>


🏍️ CIRO3D: Harley Davidson and Indian Motorcycle Accessories: <https://shareasale.com/r.cfm?b=1080851&u=3303959&m=74301&urllink=&afftrack=>


🏍️ Goldstrike: Honda Goldwing Lighting and Accessories: <https://shareasale.com/r.cfm?b=1424608&u=3303959&m=74301&urllink=&afftrack=>


🏍️ TCMT Motorcycle Parts: <https://shareasale.com/r.cfm?b=2182971&u=3303959&m=133059&urllink=&afftrack=>


🏍️🧥 KEMOMOTO Aftermarket Accessories: <https://shareasale.com/u.cfm?d=927063&m=93126&u=3303959&afftrack=>  
 👉Get 15% off by using Discount code: AFF15


🧥 IRONJIAS Riding Apparel:  
Get 10% off your order, by using this link here:  
<https://www.ironjias.com/discount/ROYSCHULT?ref=RoysMotoVentures>


🚴Magicycle E-bikes: <https://shareasale.com/r.cfm?b=1788113&u=3303959&m=111475&urllink=&afftrack=>


🚴Rattanebike E-bikes: <https://shareasale.com/r.cfm?b=1989890&u=3303959&m=123476&urllink=&afftrack=>


🚴Haoqiebike E-bikes: <https://shareasale.com/r.cfm?b=2480100&u=3303959&m=150219&urllink=&afftrack=>


Disclosure: Some links listed may be affiliate links. If you choose to purchase from the provided links, I may earn a small commission at no extra cost to you. Thank you for your support. ❤️


👕 Channel Merch: <https://roys-moto-ventures.myspreadshop.com/>


 ➖➖➖➖➖➖➖➖➖➖➖➖


Mail or sticker swap:   
Roy's Moto Ventures  
P.O. Box 118  
Hartford, NY 12838


Email: [rschultjr@gmail.com](mailto:rschultjr@gmail.com)


#supportbikers #SupportBikersContentCreators #supportmvc #motorcyclelife #bikercommunity #motorcycle #Motovlog #Honda #Hondagoldwing #Goldwing #Harley #Harleydavidson #roadglide #Roadglidelimited #installationvideo #install #review #speaker #hogtunes #reviewvideo #amazon #amazonproducts

","['https://amzn.to/47FkEMq', 'https://linktr.ee/roysmotoventures/store', 'https://sites.google.com/view/roys-moto-ventures/home', 'https://www.ulanzi.com/?aff=1307', 'https://www.eaglelights.com/ROYS_MOTO_VENTURES', 'https://shareasale.com/r.cfm?b=1080851&u=3303959&m=74301&urllink=&afftrack=', 'https://shareasale.com/r.cfm?b=1424608&u=3303959&m=74301&urllink=&afftrack=', 'https://shareasale.com/r.cfm?b=2182971&u=3303959&m=133059&urllink=&afftrack=', 'https://shareasale.com/u.cfm?d=927063&m=93126&u=3303959&afftrack=', 'https://www.ironjias.com/discount/ROYSCHULT?ref=RoysMotoVentures', 'https://shareasale.com/r.cfm?b=1788113&u=3303959&m=111475&urllink=&afftrack=', 'https://shareasale.com/r.cfm?b=1989890&u=3303959&m=123476&urllink=&afftrack=', 'https://shareasale.com/r.cfm?b=2480100&u=3303959&m=150219&urllink=&afftrack=', 'https://roys-moto-ventures.myspreadshop.com/', 'mailto:rschultjr@gmail.com']","3 days, 9 hours ago",1,0,8,81,109,https://api.bitchute.com/video/Lb1QB8O0glDc
